,EMIS,schoolName,districtName,circuit,cluster,sector,phase,schoolStatus,schoolType,suburb,city,closestTown,phoneNum,faxNum,GIS_Long,GIS_Lat,section21,quintile,managerName,email,landOwner,buildingOwner,address_old,cellno,snapEnrol,gradeREnrol,boarding,priorityOrder,lowestlevelCode,projectNum,agent,programme,strategic,bid,parent,description,source,programmeName,projectSize,projectStage,nature,scoa,startDate,endDate,totalCost,MTEF_2011_12,MTEF_2012_13,MTEF_2013_14,MTEF_2014_15,MTEF_2015_16,Revised_15_16_Budget,IA_Required_Budget,Variance,MTEF_2016_17,MTEF_2017_18,MTEF_2018_19,MTEF_2019_20,MTEF_2020_21,MTEF_2021_22,MTEF_2022_23,MTEF_2023_24,MTEF_2024_25,MTEF_2025_26,MTEF_2026_27,MTEF_2028_29,MTEF_2029_30,MTEF_2030_31,MTEF_2031_32,MTEF_2032_33,MTEF_2033_34,PWC_List,Snap_survey,ecplanComments,ASIDI_NDPW,asidiYear,asidiStatus,asidiCommentsA,asidiCommentsB,inEC,inASIDI
3545,200400987,SENTUBE PRIMARY SCHOOL,NGCOBO,ZABASA,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ENGCOBO,Coghlan,NA,NA,28.16911,-31.57481,Yes,1,MKHONTWANA H,sentube jss@gmail.com,PUBLIC,TO BE UPDATED,"KWASIGIDI AGRICULTURAL AUTHORITY,ENGCOBO,5050",722229605,435,39,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3546,200400988,SHAWBURY PRIMARY SCHOOL,QUMBU,CIRCUIT 7,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,QUMBU,Tina Falls,475560898,NA,28.95881,-31.23273,Yes,2,MR VECO Z,shawbury200400988@gmail.com,PUBLIC,TO BE UPDATED,"BHENCUTHI AGRICULTURAL AUTHORITY,QUMBU,5180",836190838,261,29,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3547,200400989,SHAWBURY SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 7,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,QUMBU,Tina Falls,NA,866188021,28.95785,-31.2313,Yes,2,MISS MAVUMENGWANA CN,shawburysss400989@gmail.com,PUBLIC,PUBLIC,"SHAWBURY AGRICULTURAL AUTHORITY,QUMBU,5180",724530372,851,NA,TRUE,NA,NA,NA,IDT,IDT EIRH II,REFURBISHMENT,Active,Re-alignment,"Repairs & upgrade to existing electriacal installation, lightening protection, repair, upgrade & relocate existing backup generator, Provision of kitchen equipment, laundry equipment, gas installation & provision of hostel furniture",Educational Infrastructure Grant,Public Ordinary Schools,Large,Under Construction,"Rehabilitation, renovations and refurbishments",Building & other fixed structures,6-Mar-14,NA,"4,400", -   , -   , -   ,NA,"1,300","1,300","1,300", -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3548,200400989,SHAWBURY SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 7,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,QUMBU,Tina Falls,NA,866188021,28.95785,-31.2313,Yes,2,MISS MAVUMENGWANA CN,shawburysss400989@gmail.com,PUBLIC,PUBLIC,"SHAWBURY AGRICULTURAL AUTHORITY,QUMBU,5180",724530372,851,NA,TRUE,NA,NA,NA,ECDC,ECDC Re-alignment II,REALIGNMENT 2,Approved,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,New Infrastructure Assets,Building & other fixed structures,1-Apr-15,31-Mar-17,"4,949", -   , -   , -   ,NA,"1,454",NA,NA,NA,495, -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3549,200400989,SHAWBURY SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 7,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,QUMBU,Tina Falls,NA,866188021,28.95785,-31.2313,Yes,2,MISS MAVUMENGWANA CN,shawburysss400989@gmail.com,PUBLIC,PUBLIC,"SHAWBURY AGRICULTURAL AUTHORITY,QUMBU,5180",724530372,851,NA,TRUE,NA,NA,NA,IDT,IDT EIRH III,REFURBISHMENT,Approved,NA,Bulk services,Equitable Share Other,Public Ordinary Schools,Large,Documentation,"Rehabilitation, renovations and refurbishments",Building & other fixed structures,NA,NA,"4,750",NA,NA, -   ,NA,"4,750","6,350", -   ,NA, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3550,200400989,SHAWBURY SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 7,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,QUMBU,Tina Falls,NA,866188021,28.95785,-31.2313,Yes,2,MISS MAVUMENGWANA CN,shawburysss400989@gmail.com,PUBLIC,PUBLIC,"SHAWBURY AGRICULTURAL AUTHORITY,QUMBU,5180",724530372,851,NA,TRUE,NA,30866228,DOE07ECAR009,IDT,IDT EIRH I,REFURBISHMENT,Active,Re-alignment,"Completion & renovations of 18 boys & 16 girls dormitories, kitchen & dining hall, matronês residence including upgrading of electricity, water reticulation, tank stands, fencing and site works",Educational Infrastructure Grant,Public Ordinary Schools,Large,Under Construction,"Rehabilitation, renovations and refurbishments",Building & other fixed structures,NA,NA,"3,327", -   , -   , -   ,"1,000",494,494,494, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3551,200400989,SHAWBURY SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 7,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,QUMBU,Tina Falls,NA,866188021,28.95785,-31.2313,Yes,2,MISS MAVUMENGWANA CN,shawburysss400989@gmail.com,PUBLIC,PUBLIC,"SHAWBURY AGRICULTURAL AUTHORITY,QUMBU,5180",724530372,851,NA,TRUE,NA,NA,DPW02ECAR149,IDT,IDT PHASE III,UPGRADE AND ADDITIONS ,Active,Re-alignment,"Upgrading of water supply from borehole- new sewerage disposal works, stormwater management. Upgrade of electrical supply.",Educational Infrastructure Grant,Public Ordinary Schools,Large,Final Account,Upgrades and Additions,Building & other fixed structures,NA,NA, -   , -   , -   , -   , -   ,250,250,250, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3552,200400990,SHINIRA JUNIOR SECONDARY SCHOOL,DUTYWA,Shinira,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ELLIOTDALE,Elliotdale,NA,NA,28.80149,-32.03496,Yes,1,PAKADE M,0823091482@vodamail.co.za,PUBLIC,PUBLIC,"MANYATHI BUS STOP,ELLIOTDALE,5070",825836806,566,40,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3553,200400991,SHOLORA JUNIOR SECONDARY SCHOOL,DUTYWA,Shinira,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ELLIOTDALE,Elliotdale,NA,NA,28.79548,-32.14615,No,1,"PHUKU ,M",NA,PUBLIC,TO BE UPDATED,"SHOLORA AGRICULTURAL AUTHORITY,ELLIOTDALE,5070",794042109,299,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3554,200400992,SHUKUNXA JUNIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 8,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,QUMBU,Halcyon Drift,NA,NA,28.57491,-31.08557,Yes,2,MISS NTSHAM N,shukunxa200400992@gmail.com,PUBLIC,TO BE UPDATED,"SHUKUNXA AGRICULTURAL AUTHORITY,QUMBU,5180",826801451,240,22,FALSE,NA,NA,NA,DOE,NA,INSUFFICIENT WATER & SAN,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,NA,NA,289, -   , -   , -   ,NA,289,NA,NA,NA, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAHRC 2015/16,#N/A,NA,NA,NA,NA,1,0
3555,200400993,SIBABALE SENIOR SECONDARY SCHOOL,MT FLETCHER,CIRCUIT 7,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,UGIE,Ugie,459331971,459331971,28.2475,-31.2055,Yes,3,"MVUMVU , AM",sibabalesss@edulss.co.za,PUBLIC,PUBLIC,"LAND CAMP,UGIE,5470",76077736,973,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3556,200400994,SICAMBENI JUNIOR SECONDARY SCHOOL,LIBODE,CIRCUIT 14,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,PORT ST JOHNS,Port St Johns,475647909,475647909,29.47909,-31.6612,Yes,3,L.N. Shumane,sicambenijss@gmail.com,PUBLIC,PUBLIC,"CAGUBA AGRICULTURAL AUTHORITY,PORT ST JOHNS,",827060461,301,35,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3557,200400995,SIDANDA PRIMARY SCHOOL,MTHATHA,CIRCUIT 11,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MQANDULI,Mqanduli,NA,NA,28.90328,-31.85389,Yes,1,"DALASILE ,MK",NA,PUBLIC,TO BE UPDATED,"MBOZISA AGRICULTURAL AUTHORITY,MQANDULI,",787824734,196,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3558,200400996,SIGOYO JUNIOR SECONDARY SCHOOL,MTHATHA,CIRCUIT 7,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,UMTATA,MTHATHA,Clarkebury,NA,NA,28.48637,-31.85395,Yes,1,NDINDWA N,NA,PUBLIC,TO BE UPDATED,"MTENTU AGRICULTURAL AUTHORITY,UMTATA,MTHATHA,",731551956,381,33,FALSE,NA,NA,NA,DOE,NA,FENCING ,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,1-Apr-17,31-Mar-19,948, -   , -   , -   ,NA, -   ,NA,NA,NA, -   ,284,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3559,200400997,SIGUBUDU PRIMARY SCHOOL,MTHATHA,CIRCUIT 5,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,UMTATA,MTHATHA,Coghlan,NA,716980082,28.48774,-31.62444,Yes,3,PUNGULA S,jsigubudu@ymail.com,PUBLIC,TO BE UPDATED,"SIGUBUDU AGRICULTURAL AUTHORITY,UMTATA,MTHATHA,",726293335,239,36,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3560,200400998,SIKOMA JUNIOR SECONDARY SCHOOL,LIBODE,CIRCUIT 1,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,NGQELENI,Ngqeleni,NA,NA,29.18426,-31.9292,No,1,Mr T.T Rafuza,NA,PUBLIC,TO BE UPDATED,"MANKOSI AGRICULTURAL AUTHORITY,NGQELENI,",7384932,625,40,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3561,200400999,SILIMELA SENIOR PRIMARY SCHOOL,NGCOBO,MANZANA,B,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ENGCOBO,Clarkebury,NA,NA,28.14278,-31.85833,No,1,MASIZA EV,evmasiza@gmail.com,PUBLIC,TO BE UPDATED,"COBOSI VILLAGE,COBOSI,ENGCOBO,5050",732663934,156,27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013/2014,Not yet allocated,NA,NA,0,1
3562,200401000,SILO JUNIOR SECONDARY SCHOOL,NGCOBO,ALLSAINTS,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,XUKA DRIFT,ENGCOBO,Engcobo,NA,862682326,28.0817,-31.682,Yes,3,MAKA VM,silosilopjs@gmail.co.za,PUBLIC,TO BE UPDATED,"XUKA DRIFT,ENGCOBO,5050",786279576,303,23,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3563,200401001,SINQUMENI PRIMARY SCHOOL,NGCOBO,ZABASA,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ENGCOBO,Ugie,NA,NA,28.2621,-31.3955,Yes,1,"NGALIMANE , AM",NA,PUBLIC,TO BE UPDATED,"SINQUMENI,ENGCOBO,5470",732494391,196,35,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3564,200401002,SIPENDU PRIMARY SCHOOL,MTHATHA,CIRCUIT 8,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,ELLIOTDALE,MQANDULI,Elliotdale,NA,NA,28.62913,-31.93066,Yes,1,MABENGU T,NA,PUBLIC,TO BE UPDATED,"RWELA LOCATION,ELLIOTDALE,MQANDULI,5070",836950389,262,48,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3565,200401003,SIRUNU JUNIOR SECONDARY SCHOOL,DUTYWA,Shinira,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ELLIOTDALE,Elliotdale,NA,NA,28.81127,-32.10614,No,1,GENUKILE O,0795016975@vodamail.co.za,PUBLIC,TO BE UPDATED,"NTLONYANA AGRICULTURAL AUTHORITY,ELLIOTDALE,",763153970,470,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3566,200401004,SITANA JUNIOR SECONDARY SCHOOL,MT FLETCHER,CIRCUIT 6,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,TSOLO,MACLEAR,Maclear,NA,NA,28.4745,-31.1822,Yes,2,Qamba DS,27827451897@vodamail.co.za,PUBLIC,TO BE UPDATED,"NGXAZA AGRICULTURAL AUTHORITY,TSOLO,MACLEAR,",734013631,152,14,FALSE,NA,NA,NA,DOE,NA,FENCING ,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,29-Apr-16,31-Mar-18,905, -   , -   , -   ,NA, -   ,NA,NA,NA,272,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3567,200401005,SITEBE PJS SCHOOL,NGCOBO,CLARKEBURY,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ENGCOBO,Clarkebury,NA,NA,28.2987,-31.7407,Yes,1,"NTLABATHI ,M",0828594451@VODAMAIL.CO.ZA,PUBLIC,TO BE UPDATED,"MHLOPEKAZI,ENGCOBO,5050",837637942,179,22,FALSE,NA,NA,NA,DOE,NA,INSUFFICIENT WATER & SAN,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,NA,NA,347, -   , -   , -   ,NA,347,NA,NA,NA, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAHRC 2015/16,CSIR - Water,NA,NA,NA,NA,1,0
3568,200401006,SITHA SENIOR PRIMARY SCHOOL,LIBODE,CIRCUIT 13,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,PORT ST JOHNS,Port St Johns,NA,NA,29.33382,-31.702608,No,2,Ngcetane N.P.,NA,PUBLIC,TO BE UPDATED,"GOMOLO,PORT ST JOHNS,5120",732498338,258,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3569,200401007,SITONGA JUNIOR SECONDARY SCHOOL,NGCOBO,ALLSAINTS,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ENGCOBO,Engcobo,NA,NA,27.9886,-31.58319,Yes,1,DIBELA TN,NA,PUBLIC,PUBLIC,"QUTUBENI AGRICULTURAL AUTHORITY,ENGCOBO,5050",784053462,297,36,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013/2014,Not yet allocated,NA,NA,0,1
3570,200401008,SITOLENI PJS SCHOOL,NGCOBO,ALLSAINTS,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,SITOLENI A/A,ENGCOBO,Engcobo,NA,NA,28.08008,-31.49309,Yes,1,POSWAYO MA,NA,PUBLIC,TO BE UPDATED,"ENGCOBO SINDINI TRIBAL AUTHORITY,SITOLENI A/A,ENGCOBO,5050",734337547,436,32,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3571,200401009,SITOZA SENIOR SECONDARY SCHOOL,NGCOBO,NKONDLO,B,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,UPPER GQOBONCO,ENGCOBO,Coghlan,NA,NA,28.1904,-31.5951,YES,1,NDYALUVANE M,NA,PUBLIC,TO BE UPDATED,"UPPER GQOBONCO TRIBAL AUTHORITY,UPPER GQOBONCO,ENGCOBO,5050",783479554,367,NA,FALSE,2,NA,NA,IDT,IDT INAPPROPRIATE,MUD/INAPPROPRIATE,Approved,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,New Infrastructure Assets,Building & other fixed structures,NA,NA,"23,847", -   , -   , -   ,NA,"2,385",NA,NA,NA, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SITOZA PJS SCHOOL,#N/A,SAHRC 2015/16,#N/A,NA,NA,NA,NA,1,0
3572,200401010,SIVIWE PRIMARY SCHOOL,NGCOBO,NKONDLO,B,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,KWANDIMA,ENGCOBO,Coghlan,NA,NA,28.29114,-31.64099,Yes,2,DIKO CM,NA,PUBLIC,TO BE UPDATED,"NTIBANE TRIBAL AUTHORITY,KWANDIMA,ENGCOBO,5050",829229472,316,46,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3573,200401011,SIXHONKXWENI SENIOR PRIMARY SCHOOL,MTHATHA,CIRCUIT 10,B,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MQANDULI,Mqanduli,NA,NA,28.94985,-31.90475,Yes,1,"BENISE ,PN",NA,PUBLIC,TO BE UPDATED,"WILO AGRICULTURAL AUTHORITY,MQANDULI,",724747769,207,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3574,200401012,SIXUZULU PRIMARY SCHOOL,MTHATHA,CIRCUIT 5,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,UMTATA,MTHATHA,Coghlan,NA,NA,28.33812,-31.60698,Yes,2,ZIDE MD,NA,PUBLIC,TO BE UPDATED,"BAZIYA AGRICULTURAL AUTHORITY,UMTATA,MTHATHA,5099",834815676,385,36,FALSE,NA,30388228,DOE03ECAR005,IDT,IDT EISP,NEW AND REPLACEMENT ASSET,Active,Re-alignment,"Renovate 7 classrooms, 36 Pit toilets, build 11 new classrooms and Grade R, admin block, multipurpose centre, soup kitchen, 575m security fencing and 16 Water tanks",Educational Infrastructure Grant,Public Ordinary Schools,Large,Under Construction,New Infrastructure Assets,Building & other fixed structures,NA,NA,"20,123", -   , -   , -   ,"7,574","1,550","1,550","1,550", -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SIXUZULU JS SCHOOL,#N/A,NA,#N/A,NA,NA,NA,NA,1,0
3575,200401013,SIYAHLANGULA PUBLIC JUNIOR SECONDARY SCHOOL,NGCOBO,ELLIOT,B,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ELLIOT,Elliot,459311702,867673410,27.82206,-31.32224,Yes,3,NOVEMBER BN,siyahlangulapps@sakhiestech.co.za,PUBLIC,TO BE UPDATED,"SCHOOL STREET,ELLIOT,5460",738859320,1166,168,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3576,200401014,SIZANE JUNIOR SECONDARY SCHOOL,LIBODE,CIRCUIT 2,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,NGQELENI,Ngqeleni,NA,NA,29.00439,-31.82242,Yes,1,Mr G. Bango,NA,PUBLIC,TO BE UPDATED,"MAPHALO AGRICULTURAL AUTHORITY,NGQELENI,",834848908,284,20,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011/2012,Allocated,NA,NA,0,1
3577,200401015,SIZWE JUNIOR PRIMARY SCHOOL,LIBODE,CIRCUIT 3,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NGQELENI,LIBODE,Ngqeleni,NA,NA,29.21259,-31.71478,No,1,Ms Mdlavu,NA,PUBLIC,TO BE UPDATED,"MNYAMENI,NGQELENI,LIBODE,5160",835829610,260,38,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011/2012,Allocated,NA,NA,0,1
